time,title,link,summary
08:40,У Чехії два десятки людей постраждали від влучання блискавки на заході до Дня захисту дітей,https://www.eurointegration.com.ua/news/2024/06/3/7187289/,"У чеському місті Ліберец близько 20 людей постраждали від влучання блискавки під час грози, що перервала програму заходів до Дня захисту дітей."
08:07,"У Португалії під час авіашоу зіткнулися літаки, один пілот загинув",https://www.eurointegration.com.ua/news/2024/06/3/7187287/,"У Португалії під час авіашоу на базі Повітряних сил два літаки зіткнулися у повітрі, внаслідок чого пілот з Іспанії загинув."
08:01,"хокей""Едмонтон"" уперше за 18 років вийшов до фіналу Кубку Стенлі",https://champion.com.ua/ukr/ice-hockey/edmonton-peremig-dallas-ta-viyshov-do-finalu-nhl-1001838/,
No time,"СПЕЦПРОЄКТНебезпека, яка чатує у сховищах: що варто знати про алергію на плісняву та як її діагностувати",https://life.pravda.com.ua/projects/alergiya-na-plisnyavu-301816/,No summary
07:45,"У Німеччині помер поліцейський, поранений під час нападу з ножем на антиісламську акцію",https://www.eurointegration.com.ua/news/2024/06/3/7187286/,"У Німеччині повідомили про смерть у лікарні поліцейського, який отримав поранення під час нападу з ножем на учасників антиісламської акції у Мангеймі минулої п’ятниці."
07:38,ЗСУ за добу відмінусували 1 270 окупантів та 47 артсистем,/news/2024/06/3/7458864/,
07:35,"У Німеччині тривають повені, евакуація загрожує новим районам",https://www.eurointegration.com.ua/news/2024/06/3/7187285/,"У двох німецьких землях, що потерпають від повеней, ситуація залишається складною і місцями погіршується, можлива евакуація у нових районах."
07:18,Росіяни влучили у базу відпочинку на Харківщині: убили людину і ще 2 поранили,/news/2024/06/3/7458862/,
06:32,ППО і дозвіл бити по Росії сукупно дадуть можливість захистити Харків – ISW,/news/2024/06/3/7458861/,
06:04,"оновлено, фотоЗеленський обговорив з президентом Філіппін двосторонні відносини",/news/2024/06/3/7458860/,
05:14,Війна в Україні дає можливості для розвідки США завербувати російських шпигунів – ЗМІ,/news/2024/06/3/7458859/,
04:36,"Росія фінансує пропаганду у Європі через ""Правфонд"" – The Guardian",/news/2024/06/3/7458858/,
03:40,кіберспортЄвропейська кіберспортивна команда G2 перемогла у фіналі IEM Dallas-2024,https://champion.com.ua/ukr/esports/g2-peremogli-vitality-ta-stali-peremozhcyami-turniru-iem-dallas-2024-z-cs2-1001835/,
02:48,"фото, відеоУ ставку на Хмельниччині потонули двоє підлітків",/news/2024/06/3/7458856/,
01:58,Росіяни вдарили по 10 громадах Сумщини,/news/2024/06/3/7458855/,
01:28,Генштаб: На Покровському напрямку – найбільше бойових зіткнень за добу,/news/2024/06/3/7458854/,
00:46,"волейбол Україна у тай-брейку програла Бельгії, проте вийшла у Фінал чотирьох Золотої Євроліги",https://champion.com.ua/ukr/volleyball/zbirna-ukrajini-z-voleybolu-prograla-belgiji-ale-viyshla-u-final-chotiroh-zolotoji-yevroligi-1001828/,
00:26,У Харкові було чути звуки вибухів – ЗМІ,/news/2024/06/3/7458852/,
23:47,"В ""Укренерго"" пояснили, чому наступного тижня буде багато відключень",/news/2024/06/2/7458839/,
23:19,На Київщині та в столиці через негоду підтоплення й падіння дерев,/news/2024/06/2/7458838/,
22:43,"У Латвії завершили перевірку щодо ""спецрейсів"" колишнього прем'єра",https://www.eurointegration.com.ua/news/2024/06/2/7187262/,
22:19,відеоОмбудсмен звернувся до ООН через відео знущань з полонених на Харківському напрямку,/news/2024/06/2/7458835/,
22:10,У Стамбулі обвалився багатоквартирний будинок: під завалами люди,https://www.eurointegration.com.ua/news/2024/06/2/7187267/,
21:45,"Близько 1,5 мільйона військовозобов’язаних оновили свої дані – Міноборони",/news/2024/06/2/7458833/,
21:33,Французькі ультраправі впевнено лідирують на виборах до Європарламенту,https://www.eurointegration.com.ua/news/2024/06/2/7187271/,
21:08,"Саудівська Аравія не поїде на Саміт миру, бо там не буде Росії – ЗМІ",/news/2024/06/2/7458831/,
20:44,У Німеччині повідомили про затримання тисяч мігрантів під час перевірок на кордонах,https://www.eurointegration.com.ua/news/2024/06/2/7187265/,
20:22,"легка атлетикаМагучіх здобула золото, Геращенко — третя на етапі Діамантової ліги в Стокгольмі",https://champion.com.ua/ukr/athletics/yaroslava-maguchih-zdobula-zoloto-na-etapi-diamantovoji-ligi-v-stokgolmi-u-stribkah-u-visotu-1001813/,
20:18,"Харківщина потерпає від авіаударів, росіяни здійснили невдалий штурм біля Стариці – Генштаб",/news/2024/06/2/7458828/,
20:03,ОПЕК+ продовжила скорочення видобутку нафти до 2025 року,https://www.epravda.com.ua/news/2024/06/2/714569/,
19:52,"мапаУ понеділок Україну прогріє до 32°, місцями дощі та грози",/news/2024/06/2/7458826/,
19:37,"""Ті, що плачуть"". У Києві презентували книгу недитячих історій дітей",https://life.pravda.com.ua/society/v-ukrajini-prezentuvali-osoblivu-knigu-nedityachih-istoriy-ditey-301883/,
19:33,Трамп про можливе ув'язнення: Я не проти,/news/2024/06/2/7458825/,
19:12,У понеділок відключення світла можливі протягом усієї доби,https://www.epravda.com.ua/news/2024/06/2/714573/,
19:07,"футбол""Верес"" з дублем Гайдучика переграв ""Епіцентр"", ""Оболонь"" у меншості виборола місце в УПЛ",https://champion.com.ua/ukr/football/rezultati-matchiv-vidpovidey-pley-of-obolon-viborola-misce-v-upl-u-livogo-berega-1001802/,
18:54,Провокація у Франції: Біля Ейфелевої вежі залишили труни з написом про Україну,/news/2024/06/2/7458822/,
18:46,"ВІДЕОВійськовий освідчився коханій: аби повернути її з окупації, він колись доєднався до ЗСУ",https://life.pravda.com.ua/society/hlopec-vstav-do-lav-viyskovih-abi-vizvoliti-kohanu-z-okupaciji-teper-para-zaruchilasya-301884/,
18:44,"Розвідка Британії розповіла про наслідки затримання ""дуже компетентного"" генерала РФ",https://www.eurointegration.com.ua/news/2024/06/2/7187279/,
18:27,Сухопутні війська: Значна частина відео про конфлікти з ТЦК – ворожі ІПСО,/news/2024/06/2/7458820/,
18:14,"Шольц знову обіцяє захищати ""кожен квадратний сантиметр"" НАТО",https://www.eurointegration.com.ua/news/2024/06/2/7187278/,
17:57,Зеленський після Сінгапура поїде до Філіппін – ЗМІ,/news/2024/06/2/7458815/,
17:56,"""Доступно!"" В Україні запрацював чат-бот для пошуку безбарʼєрних локацій",https://life.pravda.com.ua/society/v-ukrajini-zapracyuvav-servis-dlya-poshuku-bezbar-yernih-lokaciy-dostupno-301881/,
17:47,Глава МЗС Німеччини пропонує розмістити в Газі міжнародні сили,https://www.eurointegration.com.ua/news/2024/06/2/7187260/,
17:39,автоспортОтт Тянак виграв Ралі Сардинії через прокол Ож'є на останній спецділянці,https://champion.com.ua/ukr/autosport/gonshchik-komandi-hyundai-shell-mobis-wrt-tyanak-vigrav-rali-sardiniji-2024-1001791/,
17:27,"У КНДР вирішили ""призупинити"" запуск сміття до Південної Кореї, але там обіцяють відповідь",/news/2024/06/2/7458813/,
17:12,"У Гондурасі оголосили надзвичайний стан через спалах вірусної інфекції, яку поширюють комарі",https://life.pravda.com.ua/health/u-gondurasi-ogolosili-nadzvichayniy-stan-cherez-epidemiyu-lihomanki-301880/,
17:06,У Нормандії розпочали урочисті заходи до 80-річчя операції часів Другої світової війни,https://www.eurointegration.com.ua/news/2024/06/2/7187277/,
16:50,У ТЦК пояснили силове затримання чоловіка в Дніпрі: Намагалися утримати від злочину,/news/2024/06/2/7458811/,
16:28,"Домашній тріумф Баньяї: пілот ""Дукаті"" виграв Гран-прі Італії в MotoGP",https://champion.com.ua/ukr/autosport/motogp-pilot-dukati-franchesko-banyaya-vigrav-gran-pri-italiji-1001793,
16:21,У ВМС спростували російський фейк про знищення кораблів і катерів,https://www.epravda.com.ua/news/2024/06/2/714571/,
16:12,"відеоБригада ""Лють"" показала знищений росіянами Вовчанськ",/news/2024/06/2/7458807/,
16:04,"""Рідка біопсія"". Вчені створили аналіз крові, який передбачає ризик повернення раку молочної залози",https://life.pravda.com.ua/health/prognostichniy-analiz-krovi-ye-prorivom-u-likuvanni-raku-molochnoji-zaloz-301879/,
15:55,"Харківська ОВА відмовилася назвати підрядників, які відповідали за фортифікації",/news/2024/06/2/7458805/,
15:46,У столичному метро з понеділка збільшаться інтервали руху поїздів,https://www.epravda.com.ua/news/2024/06/2/714570/,
15:31,"фотоУ Росії горить НПЗ, є загиблі",/news/2024/06/2/7458803/,
15:22,футболЛунін увійшов до символічної збірної Ліги чемпіонів за версією SofaScore,https://champion.com.ua/ukr/football/ukrajinskiy-futbolist-reala-lunin-uviyshov-do-simvolichnoji-zbirnoji-ligi-chempioniv-1001783/,
15:15,Відновлення економіки: Зеленський запросив сінгапурських інвесторів на спільну з ЄС конференцію,https://www.epravda.com.ua/news/2024/06/2/714568/,
15:03,На поверхні Сонця протягом 12 годин відбулися два вибухи найвищого класу потужності,https://life.pravda.com.ua/society/za-12-godin-sonce-vibuhnulo-dvoma-potuzhnimi-spalahami-foto-301878/,
14:41,"WP: Українські командири очікують, що нові військові прибудуть погано підготовлені",/news/2024/06/2/7458798/,
14:20,"фото, відеоНа українських волонтерів у Празі напали російськомовні іноземці",/news/2024/06/2/7458797/,
14:18,тенісШвьонтек розгромила росіянку Потапову за 40 хвилин на Ролан Гаррос,https://champion.com.ua/ukr/tennis/shvontek-zdobula-istorichnu-peremogu-nad-rosiyankoyu-potapovoyu-v-mezhah-rolan-garros-1001782/,
13:57,Керівникам Boeing навряд чи будуть пред'явлені звинувачення у зв'язку з катастрофами 737 MAX - Reuters,https://www.epravda.com.ua/news/2024/06/2/714567/,
13:42,Зеленський: США мають дозволити бити по Росії ракетами ATACMS,/news/2024/06/2/7458793/,
13:25,"На станції метро ""Вокзальна"" у Києві розпочнуть капітальний ремонт ескалатора",https://www.epravda.com.ua/news/2024/06/2/714564/,
13:24,Прямо з фронту до сина на День народження: полярники показали щемливе відео сюрпризу бійця,https://life.pravda.com.ua/society/boyoviy-pingvin-pryamo-z-frontu-prijihav-do-sina-severina-shchob-privitati-yogo-z-dnem-narodzhennya-301877/,
13:19,На Покровському напрямку ситуація напружена – зведення,/news/2024/06/2/7458791/,
13:12,"футболЖозе Моурінью очолив турецький ""Фенербахче""",https://champion.com.ua/ukr/football/portugalskiy-trener-zhoze-mourinyu-ocholiv-stambulskiy-fenerbahche-1001780/,
13:07,"Трамп створив акаунт у TikTok, який він свого часу намагався заблокувати",https://www.epravda.com.ua/news/2024/06/2/714566/,
12:56,Зеленський візьме участь у саміті G7 – Мелоні,/news/2024/06/2/7458788/,
12:45,Військові США повідомили про збитий безпілотник і ракети хуситів,https://www.eurointegration.com.ua/news/2024/06/2/7187259/,
12:35,Китайський зонд приземлився на зворотному боці Місяця: там він збиратиме зразки порід,https://life.pravda.com.ua/society/kitay-uspishno-visadiv-kosmichniy-zond-na-zvorotnomu-boci-misyacya-301876/,
12:22,Росіяни вдарили КАБом по Харківщині – поранено двох літніх людей,/news/2024/06/2/7458784/,
12:01,"спортСтав футболістом, щоб догодити: історія складних стосунків Тьєррі Анрі з батьком",https://champion.com.ua/ukr/football/stav-futbolistom-shchob-dogoditi-batkovi-skladni-stosunki-tyerri-anri-z-nayridnishoyu-lyudinoyu-1001646/,
12:00,Екстрені відключення світла скасовані - ДТЕК,https://www.epravda.com.ua/news/2024/06/2/714565/,
11:59,ДослідженняКліматична інженерія: ліки від жару чи скринька Пандори?,https://www.pravda.com.ua/articles/2024/06/2/7457559/,
11:46,В Одесі пролунав вибух після повідомлення про швидкісну ціль,/news/2024/06/2/7458780/,
11:35,Заборона гучномовців та обмеження для груп: у Венеції триває боротьба з засиллям туристів,https://life.pravda.com.ua/society/u-veneciji-pochali-diyati-novi-obmezhennya-dlya-turistiv-shcho-zminilosya-301875/,
11:24,"фото, відеоВід уламків БПЛА почалася пожежа під Миколаєвом",/news/2024/06/2/7458778/,
11:10,фотоУ Німеччині через зсув ґрунту зійшов з рейок поїзд зі 185 пасажирами,https://www.eurointegration.com.ua/news/2024/06/2/7187258/,
10:55,Історична перемога. Український скрипаль тріумфував на конкурсі королеви Єлизавети,https://life.pravda.com.ua/culture/dmitro-udovichenko-stav-laureatom-pershoji-premiji-na-konkursi-korolevi-yelizaveti-301874/,
10:51,"Зеленський: Україна запросила на Саміт миру і Палестину, і Ізраїль",/news/2024/06/2/7458774/,
10:32,На виборах президента Ісландії перемагає бізнесвумен,https://www.eurointegration.com.ua/news/2024/06/2/7187256/,
10:19,"Хотів викинути: у Норвегії фермер знайшов рідкісний меч, якому понад 1000 років",https://life.pravda.com.ua/society/u-norvegiji-fermer-znayshov-ridkisniy-mech-yakomu-bilshe-tisyachi-rokiv-301872/,
10:14,оновленоКитай відмовляє інші країни їхати на Саміт миру – Зеленський,/news/2024/06/2/7458764/,
10:03,В Україні протягом доби застосовуватимуть екстрені відключення світла без графіків,https://www.epravda.com.ua/news/2024/06/2/714562/,
09:36,фотоЗеленський та Остін обговорили посилення ППО й коаліцію F-16,/news/2024/06/2/7458766/,
09:22,"фотоОрбан влаштував ""марш миру"" у Будапешті",https://www.eurointegration.com.ua/news/2024/06/2/7187248/,
08:48,"У Німеччині напали на депутата від ХДС, який підтримує Україну",https://www.eurointegration.com.ua/news/2024/06/2/7187247/,
08:41,Росіяни атакують Херсон,/news/2024/06/2/7458762/,
08:24,РФ заявила про атаку БПЛА на дві їхні області,/news/2024/06/2/7458761/,
07:58,Над Дніпропетровщиною збили крилату ракету – ОВА,/news/2024/06/2/7458760/,
07:32,"Захисники знищили вночі 24 з 25 ворожих ""Шахедів""",/news/2024/06/2/7458759/,
06:50,Росіяни втратили за добу ще понад тисячу солдатів і 25 танків,/news/2024/06/2/7458758/,
06:02,Міноборони назвало рекордними втрати окупантів у травні,/news/2024/06/2/7458756/,
05:32,фотоКНДР відправила близько 600 повітряних куль зі сміттям до Південної Кореї,/news/2024/06/2/7458757/,
04:38,"оновлено від 23:45Росіяни запускали ""Шахеди"" з півдня",/news/2024/06/2/7458746/,
04:30,США повинні дозволити Україні бити наданою зброєю по військових цілях у Росії – ISW,/news/2024/06/2/7458755/,
03:58,футболУЄФА визначила найкращого гравця фіналу Ліги чемпіонів,https://champion.com.ua/ukr/football/futbolist-reala-dani-karvahal-buv-viznaniy-naykrashchim-gravcem-finalu-ligi-chempioniv-1001768/,
03:36,Глава Пентагона прокоментував можливість війни з Китаєм,/news/2024/06/2/7458753/,
02:34,"Британській МІ5 доручили зосередитися на шпигунах з Росії, Китаю та Ірану – ЗМІ",/news/2024/06/2/7458752/,
02:06,"футбол""Шахтар"" вийшов у груповий раунд Ліги чемпіонів-2024/25",https://champion.com.ua/ukr/football/doneckiy-shahtar-zigraye-v-grupovomu-raundi-ligi-chempioniv-2024-25-1001766/,
01:08,На окупованих територіях Запорізької області росіяни інвентаризують сільгоспземлі – спротив,/news/2024/06/2/7458750/,
00:30,фотоНа Херсонщині уражене базування окупантів – Андрющенко,/news/2024/06/2/7458749/,
